id	answer
An-ar-36_3179	A
An-ar-36_3180	B
An-ar-36_3181	A
An-ar-36_3182	A
An-ar-36_3183	B
An-ar-36_3184	A
An-ar-36_3185	A
An-ar-36_3186	B
An-ar-36_3187	B
An-ar-36_3188	A
An-ar-36_3189	B
An-ar-36_3190	C
An-ar-36_3191	B
An-ar-36_3192	B
An-ar-36_3193	B
An-ar-36_3194	B
An-ar-36_3195	C
An-ar-36_3196	B
An-ar-36_3197	B
An-ar-36_3198	B
An-ar-36_3199	A
An-ar-36_3200	A
An-ar-36_3201	A
An-ar-36_3202	A
An-ar-36_3203	B
An-ar-36_3204	A
An-ar-36_3205	A
An-ar-36_3206	B
An-ar-36_3207	B
An-ar-36_3208	B
An-ar-36_3209	B
An-ar-36_3210	C
An-ar-36_3211	B
An-ar-36_3212	B
An-ar-36_3213	A
An-ar-36_3214	A
An-ar-36_3215	A
An-ar-36_3216	B
An-ar-36_3217	A
An-ar-36_3218	A
An-ar-36_3219	A
An-ar-36_3220	A
An-ar-36_3221	B
An-ar-36_3222	A
An-ar-36_3223	A
An-ar-36_3224	A
An-ar-36_3225	B
An-ar-36_3226	A
An-ar-36_3227	A
An-ar-36_3228	B
An-ar-36_3229	A
An-ar-36_3230	A
An-ar-36_3231	B
An-ar-36_3232	B
An-ar-36_3233	A
An-ar-36_3234	C
An-ar-36_3235	B
An-ar-36_3236	B
An-ar-36_3237	B
An-ar-36_3238	B
An-ar-36_3239	C
An-ar-36_3240	B
An-ar-36_3241	B
An-ar-36_3242	C
An-ar-36_3243	C
An-ar-36_3244	C
An-ar-36_3245	C
An-ar-36_3246	D
An-ar-36_3247	C
An-ar-36_3248	C
An-ar-36_3249	B
An-ar-36_3250	B
An-ar-36_3251	B
An-ar-36_3252	C
An-ar-36_3253	B
An-ar-36_3254	B
An-ar-36_3255	B
An-ar-36_3256	B
An-ar-36_3257	C
An-ar-36_3258	B
An-ar-36_3259	B
An-ar-36_3260	B
An-ar-36_3261	C
An-ar-36_3262	B
An-ar-36_3263	B
An-ar-36_3264	C
An-ar-36_3265	B
An-ar-36_3266	B
An-ar-36_3267	C
An-ar-36_3268	C
An-ar-36_3269	B
An-ar-36_3270	B
An-ar-36_3271	B
An-ar-36_3272	B
An-ar-36_3273	B
An-ar-36_3274	C
An-ar-36_3275	B
An-ar-36_3276	B
An-ar-36_3277	A
An-ar-36_3278	A
An-ar-36_3279	A
An-ar-36_3280	B
An-ar-36_3281	A
An-ar-36_3282	A
An-ar-36_3283	A
An-ar-36_3284	A
An-ar-36_3285	B
An-ar-36_3286	A
An-ar-36_3287	A
An-ar-36_3288	A
An-ar-36_3289	B
An-ar-36_3290	A
An-ar-36_3291	A
An-ar-36_3292	B
An-ar-36_3293	A
An-ar-36_3294	A
An-ar-36_3295	B
An-ar-36_3296	B
An-ar-36_3297	A
An-ar-36_3298	B
An-ar-36_3299	B
An-ar-36_3300	B
An-ar-36_3301	C
An-ar-36_3302	B
An-ar-36_3303	B
An-ar-36_3304	B
An-ar-36_3305	B
An-ar-36_3306	C
An-ar-36_3307	B
An-ar-36_3308	B
An-ar-36_3309	B
An-ar-36_3310	C
An-ar-36_3311	B
An-ar-36_3312	B
An-ar-36_3313	C
An-ar-36_3314	B
An-ar-36_3315	B
An-ar-36_3316	C
An-ar-36_3317	C
An-ar-36_3318	B
An-ar-36_3319	A
An-ar-36_3320	A
An-ar-36_3321	B
An-ar-36_3322	A
An-ar-36_3323	A
An-ar-36_3324	A
An-ar-36_3325	B
An-ar-36_3326	A
An-ar-36_3327	A
An-ar-36_3328	B
An-ar-36_3329	A
An-ar-36_3330	A
An-ar-36_3331	B
An-ar-36_3332	B
An-ar-36_3333	A
An-ar-36_3334	A
An-ar-36_3335	B
An-ar-36_3336	A
An-ar-36_3337	A
An-ar-36_3338	B
An-ar-36_3339	A
An-ar-36_3340	A
An-ar-36_3341	B
An-ar-36_3342	B
An-ar-36_3343	A
An-ar-36_3344	B
An-ar-36_3345	A
An-ar-36_3346	A
An-ar-36_3347	B
An-ar-36_3348	B
An-ar-36_3349	A
An-ar-36_3350	B
An-ar-36_3351	B
An-ar-36_3352	A
An-ar-36_3353	B
An-ar-36_3354	B
An-ar-36_3355	A
An-ar-36_3356	B
An-ar-36_3357	A
An-ar-36_3358	A
An-ar-36_3359	A
An-ar-36_3360	A
An-ar-36_3361	B
An-ar-36_3362	B
An-ar-36_3363	A
An-ar-36_3364	B
An-ar-36_3365	C
An-ar-36_3366	B
An-ar-36_3367	B
An-ar-36_3368	B
An-ar-36_3369	B
An-ar-36_3370	C
An-ar-36_3371	C
An-ar-36_3372	B
An-ar-36_3373	B
An-ar-36_3374	A
An-ar-36_3375	A
An-ar-36_3376	A
An-ar-36_3377	A
An-ar-36_3378	B
An-ar-36_3379	B
An-ar-36_3380	A
An-ar-36_3381	B
An-ar-36_3382	B
An-ar-36_3383	B
An-ar-36_3384	B
An-ar-36_3385	C
An-ar-36_3386	C
An-ar-36_3387	B
An-ar-36_3388	A
An-ar-36_3389	A
An-ar-36_3390	A
An-ar-36_3391	B
An-ar-36_3392	B
An-ar-36_3393	A
An-ar-36_3394	A
An-ar-36_3395	A
An-ar-36_3396	B
An-ar-36_3397	B
An-ar-36_3398	A
An-ar-36_3399	A
An-ar-36_3400	B
An-ar-36_3401	B
An-ar-36_3402	A
An-ar-36_3403	B
An-ar-36_3404	B
An-ar-36_3405	A
An-ar-36_3406	C
An-ar-36_3407	B
An-ar-36_3408	B
An-ar-36_3409	B
An-ar-36_3410	C
An-ar-36_3411	B
An-ar-36_3412	B
An-ar-36_3413	B
An-ar-36_3414	B
An-ar-36_3415	C
An-ar-36_3416	C
An-ar-36_3417	B
An-ar-36_3418	B
An-ar-36_3419	A
An-ar-36_3420	A
An-ar-36_3421	A
An-ar-36_3422	A
An-ar-36_3423	B
An-ar-36_3424	B
An-ar-36_3425	A
An-ar-36_3426	B
An-ar-36_3427	B
An-ar-36_3428	B
An-ar-36_3429	B
An-ar-36_3430	C
An-ar-36_3431	C
An-ar-36_3432	B
An-ar-36_3433	A
An-ar-36_3434	A
An-ar-36_3435	A
An-ar-36_3436	B
An-ar-36_3437	B
An-ar-36_3438	A
An-ar-36_3439	A
An-ar-36_3440	A
An-ar-36_3441	B
An-ar-36_3442	B
An-ar-36_3443	A
An-ar-36_3444	A
An-ar-36_3445	B
An-ar-36_3446	B
An-ar-36_3447	A
An-ar-36_3448	B
An-ar-36_3449	B
An-ar-36_3450	A
An-ar-36_3451	C
An-ar-36_3452	B
An-ar-36_3453	B
An-ar-36_3454	C
An-ar-36_3455	B
An-ar-36_3456	B
An-ar-36_3457	B
An-ar-36_3458	B
An-ar-36_3459	C
An-ar-36_3460	C
An-ar-36_3461	B
An-ar-36_3462	C
An-ar-36_3463	C
An-ar-36_3464	C
An-ar-36_3465	C
An-ar-36_3466	D
An-ar-36_3467	D
An-ar-36_3468	C
An-ar-36_3469	B
An-ar-36_3470	B
An-ar-36_3471	B
An-ar-36_3472	C
An-ar-36_3473	C
An-ar-36_3474	B
An-ar-36_3475	B
An-ar-36_3476	B
An-ar-36_3477	C
An-ar-36_3478	C
An-ar-36_3479	B
An-ar-36_3480	B
An-ar-36_3481	C
An-ar-36_3482	C
An-ar-36_3483	B
An-ar-36_3484	C
An-ar-36_3485	C
An-ar-36_3486	B
An-ar-36_3487	D
An-ar-36_3488	C
An-ar-36_3489	C
An-ar-36_3490	B
An-ar-36_3491	B
An-ar-36_3492	B
An-ar-36_3493	B
An-ar-36_3494	C
An-ar-36_3495	C
An-ar-36_3496	B
An-ar-36_3497	A
An-ar-36_3498	A
An-ar-36_3499	A
An-ar-36_3500	B
An-ar-36_3501	B
An-ar-36_3502	A
An-ar-36_3503	A
An-ar-36_3504	A
An-ar-36_3505	B
An-ar-36_3506	B
An-ar-36_3507	A
An-ar-36_3508	A
An-ar-36_3509	B
An-ar-36_3510	B
An-ar-36_3511	A
An-ar-36_3512	B
An-ar-36_3513	B
An-ar-36_3514	A
An-ar-36_3515	C
An-ar-36_3516	B
An-ar-36_3517	B
An-ar-36_3518	B
An-ar-36_3519	B
An-ar-36_3520	B
An-ar-36_3521	C
An-ar-36_3522	C
An-ar-36_3523	B
An-ar-36_3524	B
An-ar-36_3525	B
An-ar-36_3526	C
An-ar-36_3527	C
An-ar-36_3528	B
An-ar-36_3529	B
An-ar-36_3530	C
An-ar-36_3531	C
An-ar-36_3532	B
An-ar-36_3533	C
An-ar-36_3534	C
An-ar-36_3535	B
An-ar-36_3536	D
An-ar-36_3537	C
An-ar-36_3538	C
An-ar-36_3539	A
An-ar-36_3540	A
An-ar-36_3541	B
An-ar-36_3542	B
An-ar-36_3543	A
An-ar-36_3544	A
An-ar-36_3545	B
An-ar-36_3546	B
An-ar-36_3547	A
An-ar-36_3548	B
An-ar-36_3549	B
An-ar-36_3550	A
An-ar-36_3551	C
An-ar-36_3552	B
An-ar-36_3553	B
An-ar-36_3554	A
An-ar-36_3555	B
An-ar-36_3556	B
An-ar-36_3557	A
An-ar-36_3558	B
An-ar-36_3559	B
An-ar-36_3560	A
An-ar-36_3561	C
An-ar-36_3562	B
An-ar-36_3563	B
An-ar-36_3564	B
An-ar-36_3565	B
An-ar-36_3566	A
An-ar-36_3567	C
An-ar-36_3568	B
An-ar-36_3569	B
An-ar-36_3570	C
An-ar-36_3571	B
An-ar-36_3572	B
An-ar-36_3573	C
An-ar-36_3574	C
An-ar-36_3575	B
An-ar-36_3576	C
An-ar-36_3577	B
An-ar-36_3578	B
An-ar-36_3579	B
An-ar-36_3580	C
An-ar-36_3581	B
An-ar-36_3582	B
An-ar-36_3583	B
An-ar-36_3584	C
An-ar-36_3585	B
An-ar-36_3586	B
An-ar-36_3587	B
An-ar-36_3588	C
An-ar-36_3589	B
An-ar-36_3590	B
An-ar-36_3591	B
An-ar-36_3592	A
An-ar-36_3593	A
An-ar-36_3594	A
An-ar-36_3595	B
An-ar-36_3596	A
An-ar-36_3597	A
An-ar-36_3598	B
An-ar-36_3599	B
An-ar-36_3600	B
An-ar-36_3601	C
An-ar-36_3602	B
An-ar-36_3603	B
An-ar-36_3604	A
An-ar-36_3605	A
An-ar-36_3606	B
An-ar-36_3607	A
An-ar-36_3608	A
An-ar-36_3609	A
An-ar-36_3610	B
An-ar-36_3611	A
An-ar-36_3612	A
An-ar-36_3613	B
An-ar-36_3614	A
An-ar-36_3615	A
An-ar-36_3616	B
An-ar-36_3617	B
An-ar-36_3618	A
An-ar-36_3619	C
An-ar-36_3620	D
An-ar-36_3621	C
An-ar-36_3622	C
An-ar-36_3623	C
An-ar-36_3624	D
An-ar-36_3625	C
An-ar-36_3626	C
An-ar-36_3627	C
An-ar-36_3628	B
An-ar-36_3629	B
An-ar-36_3630	B
An-ar-36_3631	C
An-ar-36_3632	B
An-ar-36_3633	B
An-ar-36_3634	C
An-ar-36_3635	C
An-ar-36_3636	C
An-ar-36_3637	D
An-ar-36_3638	C
An-ar-36_3639	C
An-ar-36_3640	B
An-ar-36_3641	B
An-ar-36_3642	C
An-ar-36_3643	B
An-ar-36_3644	B
An-ar-36_3645	B
An-ar-36_3646	C
An-ar-36_3647	B
An-ar-36_3648	B
An-ar-36_3649	C
An-ar-36_3650	B
An-ar-36_3651	B
An-ar-36_3652	C
An-ar-36_3653	C
An-ar-36_3654	B
An-ar-36_3655	C
An-ar-36_3656	B
An-ar-36_3657	B
An-ar-36_3658	B
An-ar-36_3659	C
An-ar-36_3660	B
An-ar-36_3661	B
An-ar-36_3662	C
An-ar-36_3663	C
An-ar-36_3664	C
An-ar-36_3665	D
An-ar-36_3666	C
An-ar-36_3667	C
An-ar-36_3668	B
An-ar-36_3669	B
An-ar-36_3670	C
An-ar-36_3671	B
An-ar-36_3672	B
An-ar-36_3673	B
An-ar-36_3674	C
An-ar-36_3675	B
An-ar-36_3676	B
An-ar-36_3677	C
An-ar-36_3678	B
An-ar-36_3679	B
An-ar-36_3680	C
An-ar-36_3681	C
An-ar-36_3682	B
An-ar-36_3683	B
An-ar-36_3684	B
An-ar-36_3685	B
An-ar-36_3686	C
An-ar-36_3687	B
An-ar-36_3688	B
An-ar-36_3689	A
An-ar-36_3690	A
An-ar-36_3691	B
An-ar-36_3692	A
An-ar-36_3693	A
An-ar-36_3694	A
An-ar-36_3695	B
An-ar-36_3696	A
An-ar-36_3697	A
An-ar-36_3698	B
An-ar-36_3699	A
An-ar-36_3700	A
An-ar-36_3701	B
An-ar-36_3702	B
An-ar-36_3703	A
An-ar-36_3704	B
An-ar-36_3705	B
An-ar-36_3706	C
An-ar-36_3707	B
An-ar-36_3708	B
An-ar-36_3709	B
An-ar-36_3710	C
An-ar-36_3711	B
An-ar-36_3712	B
An-ar-36_3713	C
An-ar-36_3714	B
An-ar-36_3715	B
An-ar-36_3716	C
An-ar-36_3717	C
An-ar-36_3718	B
An-ar-36_3719	A
An-ar-36_3720	B
An-ar-36_3721	A
An-ar-36_3722	A
An-ar-36_3723	B
An-ar-36_3724	A
An-ar-36_3725	A
An-ar-36_3726	B
An-ar-36_3727	B
An-ar-36_3728	A
An-ar-36_3729	B
An-ar-36_3730	A
An-ar-36_3731	A
An-ar-36_3732	B
An-ar-36_3733	B
An-ar-36_3734	A
An-ar-36_3735	B
An-ar-36_3736	B
An-ar-36_3737	A
An-ar-36_3738	B
An-ar-36_3739	C
An-ar-36_3740	C
An-ar-36_3741	C
An-ar-36_3742	C
An-ar-36_3743	C
An-ar-36_3744	C
An-ar-36_3745	C
An-ar-36_3746	C
An-ar-36_3747	C
An-ar-36_3748	C
An-ar-36_3749	C
An-ar-36_3750	D
An-ar-36_3751	D
An-ar-36_3752	D
An-ar-36_3753	D
An-ar-36_3754	D
An-ar-36_3755	D
An-ar-36_3756	D
An-ar-36_3757	D
An-ar-36_3758	D
An-ar-36_3759	D
An-ar-36_3760	D
An-ar-36_3761	D
An-ar-36_3762	D
An-ar-36_3763	D
An-ar-36_3764	D
An-ar-36_3765	D
An-ar-36_3766	D
An-ar-36_3767	D
An-ar-36_3768	D
An-ar-36_3769	D
An-ar-36_3770	D
An-ar-36_3771	D
An-ar-36_3772	D
An-ar-36_3773	D
An-ar-36_3774	D
An-ar-36_3775	D
An-ar-36_3776	D
An-ar-36_3777	D
An-ar-36_3778	D
An-ar-36_3779	D
An-ar-36_3780	D
An-ar-36_3781	D
An-ar-36_3782	D
An-ar-36_3783	D
An-ar-36_3784	D
An-ar-36_3785	D
An-ar-36_3786	D
An-ar-36_3787	D
An-ar-36_3788	D
An-ar-36_3789	D
An-ar-36_3790	D
An-ar-36_3791	D
An-ar-36_3792	D
An-ar-36_3793	D
An-ar-36_3794	D
An-ar-36_3795	D
An-ar-36_3796	D
An-ar-36_3797	D
An-ar-36_3798	D
An-ar-36_3799	D
An-ar-36_3800	D
An-ar-36_3801	D
An-ar-36_3802	D
An-ar-36_3803	D
An-ar-36_3804	D
An-ar-36_3805	C
An-ar-36_3806	C
An-ar-36_3807	C
An-ar-36_3808	C
An-ar-36_3809	C
An-ar-36_3810	C
An-ar-36_3811	C
An-ar-36_3812	C
An-ar-36_3813	C
An-ar-36_3814	C
An-ar-36_3815	C
An-ar-36_3816	C
An-ar-36_3817	C
An-ar-36_3818	C
An-ar-36_3819	C
An-ar-36_3820	C
An-ar-36_3821	C
An-ar-36_3822	C
An-ar-36_3823	C
An-ar-36_3824	C
An-ar-36_3825	C
An-ar-36_3826	C
An-ar-36_3827	C
An-ar-36_3828	C
An-ar-36_3829	C
An-ar-36_3830	C
An-ar-36_3831	C
An-ar-36_3832	C
An-ar-36_3833	C
An-ar-36_3834	C
An-ar-36_3835	C
An-ar-36_3836	C
An-ar-36_3837	C
An-ar-36_3838	C
An-ar-36_3839	C
An-ar-36_3840	C
An-ar-36_3841	C
An-ar-36_3842	C
An-ar-36_3843	C
An-ar-36_3844	C
An-ar-36_3845	C
An-ar-36_3846	C
An-ar-36_3847	C
An-ar-36_3848	C
An-ar-36_3849	C
An-ar-36_3850	C
An-ar-36_3851	C
An-ar-36_3852	C
An-ar-36_3853	C
An-ar-36_3854	C
An-ar-36_3855	C
An-ar-36_3856	C
An-ar-36_3857	C
An-ar-36_3858	C
An-ar-36_3859	C
An-ar-36_3860	D
An-ar-36_3861	D
An-ar-36_3862	D
An-ar-36_3863	D
An-ar-36_3864	D
An-ar-36_3865	D
An-ar-36_3866	D
An-ar-36_3867	D
An-ar-36_3868	D
An-ar-36_3869	D
An-ar-36_3870	D
An-ar-36_3871	D
An-ar-36_3872	D
An-ar-36_3873	D
An-ar-36_3874	D
An-ar-36_3875	D
An-ar-36_3876	D
An-ar-36_3877	D
An-ar-36_3878	D
An-ar-36_3879	D
An-ar-36_3880	D
An-ar-36_3881	D
An-ar-36_3882	D
An-ar-36_3883	D
An-ar-36_3884	D
An-ar-36_3885	D
An-ar-36_3886	D
An-ar-36_3887	D
An-ar-36_3888	D
An-ar-36_3889	D
An-ar-36_3890	D
An-ar-36_3891	D
An-ar-36_3892	D
An-ar-36_3893	D
An-ar-36_3894	D
An-ar-36_3895	D
An-ar-36_3896	D
An-ar-36_3897	D
An-ar-36_3898	D
An-ar-36_3899	D
An-ar-36_3900	D
An-ar-36_3901	D
An-ar-36_3902	D
An-ar-36_3903	D
An-ar-36_3904	D
An-ar-36_3905	D
An-ar-36_3906	D
An-ar-36_3907	D
An-ar-36_3908	D
An-ar-36_3909	D
An-ar-36_3910	D
An-ar-36_3911	D
An-ar-36_3912	D
An-ar-36_3913	D
An-ar-36_3914	D
An-ar-36_3915	D
An-ar-36_3916	D
An-ar-36_3917	D
An-ar-36_3918	D
An-ar-36_3919	D
An-ar-36_3920	D
An-ar-36_3921	D
An-ar-36_3922	D
An-ar-36_3923	D
An-ar-36_3924	D
An-ar-36_3925	D
An-ar-36_3926	D
An-ar-36_3927	D
An-ar-36_3928	D
An-ar-36_3929	D
An-ar-36_3930	D
An-ar-36_3931	D
An-ar-36_3932	D
An-ar-36_3933	D
An-ar-36_3934	D
An-ar-36_3935	D
An-ar-36_3936	D
An-ar-36_3937	D
An-ar-36_3938	D
An-ar-36_3939	D
An-ar-36_3940	D
An-ar-36_3941	D
An-ar-36_3942	D
An-ar-36_3943	D
An-ar-36_3944	D
An-ar-36_3945	D
An-ar-36_3946	D
An-ar-36_3947	D
An-ar-36_3948	D
An-ar-36_3949	D
An-ar-36_3950	D
An-ar-36_3951	D
An-ar-36_3952	D
An-ar-36_3953	D
An-ar-36_3954	D
An-ar-36_3955	D
An-ar-36_3956	D
An-ar-36_3957	D
An-ar-36_3958	D
An-ar-36_3959	D
An-ar-36_3960	D
An-ar-36_3961	D
An-ar-36_3962	D
An-ar-36_3963	D
An-ar-36_3964	D
An-ar-36_3965	D
An-ar-36_3966	D
An-ar-36_3967	D
An-ar-36_3968	D
An-ar-36_3969	D
An-ar-36_3970	D
An-ar-36_3971	D
An-ar-36_3972	D
An-ar-36_3973	D
An-ar-36_3974	D
An-ar-36_3975	D
An-ar-36_3976	D
An-ar-36_3977	D
An-ar-36_3978	D
An-ar-36_3979	D
An-ar-36_3980	D
An-ar-36_3981	D
An-ar-36_3982	D
An-ar-36_3983	D
An-ar-36_3984	D
An-ar-36_3985	D
An-ar-36_3986	D
An-ar-36_3987	D
An-ar-36_3988	D
An-ar-36_3989	D
An-ar-36_3990	D
An-ar-36_3991	D
An-ar-36_3992	D
An-ar-36_3993	D
An-ar-36_3994	D
An-ar-36_3995	D
An-ar-36_3996	D
An-ar-36_3997	D
An-ar-36_3998	D
An-ar-36_3999	D
An-ar-36_4000	D
An-ar-36_4001	D
An-ar-36_4002	D
An-ar-36_4003	D
An-ar-36_4004	D
An-ar-36_4005	D
An-ar-36_4006	D
An-ar-36_4007	D
An-ar-36_4008	D
An-ar-36_4009	D
An-ar-36_4010	D
An-ar-36_4011	D
An-ar-36_4012	D
An-ar-36_4013	D
An-ar-36_4014	D
An-ar-36_4015	D
An-ar-36_4016	D
An-ar-36_4017	D
An-ar-36_4018	D
An-ar-36_4019	D
An-ar-36_4020	D
An-ar-36_4021	D
An-ar-36_4022	D
An-ar-36_4023	D
An-ar-36_4024	D
An-ar-36_4025	A
An-ar-36_4026	A
An-ar-36_4027	B
An-ar-36_4028	A
An-ar-36_4029	A
An-ar-36_4030	A
An-ar-36_4031	A
An-ar-36_4032	A
An-ar-36_4033	A
An-ar-36_4034	A
An-ar-36_4035	A
An-ar-36_4036	A
An-ar-36_4037	B
An-ar-36_4038	A
An-ar-36_4039	A
An-ar-36_4040	A
An-ar-36_4041	A
An-ar-36_4042	A
An-ar-36_4043	A
An-ar-36_4044	A
An-ar-36_4045	A
An-ar-36_4046	B
An-ar-36_4047	A
An-ar-36_4048	A
An-ar-36_4049	A
An-ar-36_4050	A
An-ar-36_4051	A
An-ar-36_4052	A
An-ar-36_4053	A
An-ar-36_4054	A
An-ar-36_4055	B
An-ar-36_4056	B
An-ar-36_4057	B
An-ar-36_4058	B
An-ar-36_4059	B
An-ar-36_4060	B
An-ar-36_4061	B
An-ar-36_4062	B
An-ar-36_4063	A
An-ar-36_4064	A
An-ar-36_4065	A
An-ar-36_4066	A
An-ar-36_4067	A
An-ar-36_4068	A
An-ar-36_4069	A
An-ar-36_4070	A
An-ar-36_4071	A
An-ar-36_4072	A
An-ar-36_4073	A
An-ar-36_4074	A
An-ar-36_4075	A
An-ar-36_4076	A
An-ar-36_4077	A
An-ar-36_4078	A
An-ar-36_4079	A
An-ar-36_4080	A
An-ar-36_4081	A
An-ar-36_4082	A
An-ar-36_4083	A
An-ar-36_4084	A
An-ar-36_4085	A
An-ar-36_4086	A
An-ar-36_4087	A
An-ar-36_4088	A
An-ar-36_4089	A
An-ar-36_4090	A
An-ar-36_4091	A
An-ar-36_4092	B
An-ar-36_4093	A
An-ar-36_4094	A
An-ar-36_4095	A
An-ar-36_4096	A
An-ar-36_4097	A
An-ar-36_4098	A
An-ar-36_4099	A
An-ar-36_4100	A
An-ar-36_4101	B
An-ar-36_4102	A
An-ar-36_4103	A
An-ar-36_4104	A
An-ar-36_4105	A
An-ar-36_4106	A
An-ar-36_4107	A
An-ar-36_4108	A
An-ar-36_4109	A
An-ar-36_4110	B
An-ar-36_4111	B
An-ar-36_4112	B
An-ar-36_4113	B
An-ar-36_4114	B
An-ar-36_4115	B
An-ar-36_4116	B
An-ar-36_4117	B
An-ar-36_4118	A
An-ar-36_4119	A
An-ar-36_4120	A
An-ar-36_4121	A
An-ar-36_4122	A
An-ar-36_4123	A
An-ar-36_4124	A
An-ar-36_4125	A
An-ar-36_4126	A
An-ar-36_4127	A
An-ar-36_4128	A
An-ar-36_4129	A
An-ar-36_4130	A
An-ar-36_4131	A
An-ar-36_4132	A
An-ar-36_4133	A
An-ar-36_4134	A
An-ar-36_4135	A
An-ar-36_4136	A
An-ar-36_4137	A
An-ar-36_4138	A
An-ar-36_4139	A
An-ar-36_4140	A
An-ar-36_4141	A
An-ar-36_4142	A
An-ar-36_4143	A
An-ar-36_4144	A
An-ar-36_4145	A
An-ar-36_4146	B
An-ar-36_4147	A
An-ar-36_4148	A
An-ar-36_4149	A
An-ar-36_4150	A
An-ar-36_4151	A
An-ar-36_4152	A
An-ar-36_4153	A
An-ar-36_4154	A
An-ar-36_4155	B
An-ar-36_4156	B
An-ar-36_4157	B
An-ar-36_4158	B
An-ar-36_4159	B
An-ar-36_4160	B
An-ar-36_4161	B
An-ar-36_4162	B
An-ar-36_4163	A
An-ar-36_4164	A
An-ar-36_4165	A
An-ar-36_4166	A
An-ar-36_4167	A
An-ar-36_4168	A
An-ar-36_4169	A
An-ar-36_4170	A
An-ar-36_4171	A
An-ar-36_4172	A
An-ar-36_4173	A
An-ar-36_4174	A
An-ar-36_4175	A
An-ar-36_4176	A
An-ar-36_4177	A
An-ar-36_4178	A
An-ar-36_4179	A
An-ar-36_4180	A
An-ar-36_4181	A
An-ar-36_4182	A
An-ar-36_4183	A
An-ar-36_4184	A
An-ar-36_4185	A
An-ar-36_4186	A
An-ar-36_4187	A
An-ar-36_4188	A
An-ar-36_4189	A
An-ar-36_4190	A
An-ar-36_4191	B
An-ar-36_4192	B
An-ar-36_4193	B
An-ar-36_4194	B
An-ar-36_4195	B
An-ar-36_4196	B
An-ar-36_4197	B
An-ar-36_4198	B
An-ar-36_4199	A
An-ar-36_4200	A
An-ar-36_4201	A
An-ar-36_4202	A
An-ar-36_4203	A
An-ar-36_4204	A
An-ar-36_4205	A
An-ar-36_4206	A
An-ar-36_4207	A
An-ar-36_4208	A
An-ar-36_4209	A
An-ar-36_4210	A
An-ar-36_4211	A
An-ar-36_4212	A
An-ar-36_4213	A
An-ar-36_4214	A
An-ar-36_4215	A
An-ar-36_4216	A
An-ar-36_4217	A
An-ar-36_4218	A
An-ar-36_4219	A
An-ar-36_4220	A
An-ar-36_4221	A
An-ar-36_4222	A
An-ar-36_4223	A
An-ar-36_4224	A
An-ar-36_4225	A
An-ar-36_4226	A
An-ar-36_4227	B
An-ar-36_4228	B
An-ar-36_4229	B
An-ar-36_4230	B
An-ar-36_4231	B
An-ar-36_4232	B
An-ar-36_4233	B
An-ar-36_4234	B
An-ar-36_4235	B
An-ar-36_4236	B
An-ar-36_4237	B
An-ar-36_4238	B
An-ar-36_4239	B
An-ar-36_4240	B
An-ar-36_4241	B
An-ar-36_4242	B
An-ar-36_4243	B
An-ar-36_4244	B
An-ar-36_4245	B
An-ar-36_4246	B
An-ar-36_4247	B
An-ar-36_4248	B
An-ar-36_4249	B
An-ar-36_4250	B
An-ar-36_4251	B
An-ar-36_4252	B
An-ar-36_4253	B
An-ar-36_4254	B
An-ar-36_4255	A
An-ar-36_4256	A
An-ar-36_4257	A
An-ar-36_4258	A
An-ar-36_4259	A
An-ar-36_4260	A
An-ar-36_4261	A
An-ar-36_4262	A
An-ar-36_4263	A
An-ar-36_4264	A
An-ar-36_4265	A
An-ar-36_4266	A
An-ar-36_4267	A
An-ar-36_4268	A
An-ar-36_4269	A
An-ar-36_4270	A
An-ar-36_4271	A
An-ar-36_4272	A
An-ar-36_4273	A
An-ar-36_4274	A
An-ar-36_4275	A
An-ar-36_4276	A
An-ar-36_4277	A
An-ar-36_4278	A
An-ar-36_4279	A
An-ar-36_4280	A
An-ar-36_4281	A
An-ar-36_4282	A
An-ar-36_4283	A
An-ar-36_4284	A
An-ar-36_4285	A
An-ar-36_4286	A
An-ar-36_4287	A
An-ar-36_4288	A
An-ar-36_4289	A
An-ar-36_4290	A
An-ar-36_4291	A
An-ar-36_4292	A
An-ar-36_4293	A
An-ar-36_4294	A
An-ar-36_4295	A
An-ar-36_4296	A
An-ar-36_4297	A
An-ar-36_4298	A
An-ar-36_4299	A
An-ar-36_4300	A
An-ar-36_4301	A
An-ar-36_4302	A
An-ar-36_4303	A
An-ar-36_4304	A
An-ar-36_4305	A
An-ar-36_4306	A
An-ar-36_4307	A
An-ar-36_4308	A
An-ar-36_4309	A
An-ar-36_4310	A
An-ar-36_4311	C
An-ar-36_4312	C
An-ar-36_4313	C
An-ar-36_4314	C
An-ar-36_4315	B
An-ar-36_4316	C
An-ar-36_4317	B
An-ar-36_4318	C
An-ar-36_4319	C
An-ar-36_4320	C
An-ar-36_4321	C
An-ar-36_4322	D
An-ar-36_4323	D
An-ar-36_4324	D
An-ar-36_4325	C
An-ar-36_4326	D
An-ar-36_4327	C
An-ar-36_4328	D
An-ar-36_4329	D
An-ar-36_4330	D
An-ar-36_4331	D
An-ar-36_4332	D
An-ar-36_4333	D
An-ar-36_4334	C
An-ar-36_4335	D
An-ar-36_4336	C
An-ar-36_4337	D
An-ar-36_4338	D
An-ar-36_4339	D
An-ar-36_4340	D
An-ar-36_4341	D
An-ar-36_4342	C
An-ar-36_4343	D
An-ar-36_4344	C
