item_index,question,country,intent,source,query,results_count,status,titles_found
26,What Ecuadorian place is famous for its biodiversity and for inspiring Charles Darwin's theory of evolution?,EC,geography_places,wikidata,ecuadorian place famous its biodiversity Ecuador,0,API_CALL,
26,What Ecuadorian place is famous for its biodiversity and for inspiring Charles Darwin's theory of evolution?,EC,geography_places,wikipediaapi,famous for Ecuador,0,API_CALL,
26,What Ecuadorian place is famous for its biodiversity and for inspiring Charles Darwin's theory of evolution?,EC,geography_places,wikivoyageapi,famous for Ecuador,0,API_CALL,
26,What Ecuadorian place is famous for its biodiversity and for inspiring Charles Darwin's theory of evolution?,EC,geography_places,wikidata,famous for Ecuador,0,API_CALL,
26,What Ecuadorian place is famous for its biodiversity and for inspiring Charles Darwin's theory of evolution?,EC,geography_places,wikipediaapi,Ecuador,10,API_CALL,"Ecuador, Ecuador at beauty pageants, Ecuador at the 2023 Pan American Games, Ecuador national football team, Ecuador women's national football team, Ecuadorian conflict (2024–present), Ecuadorian security crisis, Ecuadorians, Ecuadorian–Peruvian War, Ecuadorian–Peruvian territorial dispute"
26,What Ecuadorian place is famous for its biodiversity and for inspiring Charles Darwin's theory of evolution?,EC,geography_places,wikivoyageapi,EC,1,DEDUP_SKIP,
27,Which Ecuadorian city was declared a Cultural Heritage of Humanity by UNESCO in 1978?,EC,culture_landmarks,wikipediaapi,ecuadorian city declared cultural heritage Ecuador,0,API_CALL,
27,Which Ecuadorian city was declared a Cultural Heritage of Humanity by UNESCO in 1978?,EC,culture_landmarks,wikivoyageapi,ecuadorian city declared cultural heritage Ecuador,0,API_CALL,
27,Which Ecuadorian city was declared a Cultural Heritage of Humanity by UNESCO in 1978?,EC,culture_landmarks,wikidata,ecuadorian city declared cultural heritage Ecuador,0,API_CALL,
27,Which Ecuadorian city was declared a Cultural Heritage of Humanity by UNESCO in 1978?,EC,culture_landmarks,wikipediaapi,Ecuador,10,API_CALL,"Ecuador, Ecuador at beauty pageants, Ecuador at the 2023 Pan American Games, Ecuador national football team, Ecuador women's national football team, Ecuadorian conflict (2024–present), Ecuadorian security crisis, Ecuadorians, Ecuadorian–Peruvian War, Ecuadorian–Peruvian territorial dispute"
27,Which Ecuadorian city was declared a Cultural Heritage of Humanity by UNESCO in 1978?,EC,culture_landmarks,wikivoyageapi,EC,1,DEDUP_SKIP,
28,Which Ecuadorian athlete won the first gold medal for the country at the Olympics?,EC,sports,wikipediaapi,ecuadorian athlete won first gold Ecuador,0,API_CALL,
28,Which Ecuadorian athlete won the first gold medal for the country at the Olympics?,EC,sports,wikivoyageapi,ecuadorian athlete won first gold Ecuador,0,API_CALL,
28,Which Ecuadorian athlete won the first gold medal for the country at the Olympics?,EC,sports,wikidata,ecuadorian athlete won first gold Ecuador,0,API_CALL,
28,Which Ecuadorian athlete won the first gold medal for the country at the Olympics?,EC,sports,wikipediaapi,Ecuador,10,API_CALL,"Ecuador, Ecuador at beauty pageants, Ecuador at the 2023 Pan American Games, Ecuador national football team, Ecuador women's national football team, Ecuadorian conflict (2024–present), Ecuadorian security crisis, Ecuadorians, Ecuadorian–Peruvian War, Ecuadorian–Peruvian territorial dispute"
28,Which Ecuadorian athlete won the first gold medal for the country at the Olympics?,EC,sports,wikivoyageapi,EC,1,DEDUP_SKIP,
29,Which of these family holiday destinations is located in Cumbria?,GB,holidays_festivals,wikipediaapi,family holiday destinations located cumbria United Kingdom,0,API_CALL,
29,Which of these family holiday destinations is located in Cumbria?,GB,holidays_festivals,wikivoyageapi,family holiday destinations located cumbria United Kingdom,0,API_CALL,
29,Which of these family holiday destinations is located in Cumbria?,GB,holidays_festivals,wikidata,family holiday destinations located cumbria United Kingdom,0,API_CALL,
29,Which of these family holiday destinations is located in Cumbria?,GB,holidays_festivals,wikipediaapi,United Kingdom,10,API_CALL,"2024 United Kingdom riots, List of prime ministers of the United Kingdom, September 2022 United Kingdom mini-budget, United Kingdom, United Kingdom football sexual abuse scandal, United Kingdom in the Eurovision Song Contest, United Kingdom national debt, United Kingdom of Great Britain and Ireland, United Kingdom parliamentary expenses scandal, United Kingdom–United States relations"
29,Which of these family holiday destinations is located in Cumbria?,GB,holidays_festivals,wikivoyageapi,GB,1,API_CALL,Gboko
29,Which of these family holiday destinations is located in Cumbria?,GB,holidays_festivals,wikidata,United Kingdom,0,API_CALL,
30,What is the name of Prince Harry's wife?,GB,others,wikipediaapi,name prince harry wife United Kingdom,0,API_CALL,
30,What is the name of Prince Harry's wife?,GB,others,wikivoyageapi,name prince harry wife United Kingdom,0,API_CALL,
30,What is the name of Prince Harry's wife?,GB,others,wikidata,name prince harry wife United Kingdom,0,API_CALL,
30,What is the name of Prince Harry's wife?,GB,others,wikipediaapi,United Kingdom,10,API_CALL,"2024 United Kingdom riots, List of prime ministers of the United Kingdom, September 2022 United Kingdom mini-budget, United Kingdom, United Kingdom football sexual abuse scandal, United Kingdom in the Eurovision Song Contest, United Kingdom national debt, United Kingdom of Great Britain and Ireland, United Kingdom parliamentary expenses scandal, United Kingdom–United States relations"
30,What is the name of Prince Harry's wife?,GB,others,wikivoyageapi,GB,1,DEDUP_SKIP,
31,Which kids show has a blue boat as its symbol?,GB,national_symbols_emblems,wikipediaapi,kids show blue boat its United Kingdom,0,API_CALL,
31,Which kids show has a blue boat as its symbol?,GB,national_symbols_emblems,wikivoyageapi,kids show blue boat its United Kingdom,0,API_CALL,
31,Which kids show has a blue boat as its symbol?,GB,national_symbols_emblems,wikidata,kids show blue boat its United Kingdom,0,API_CALL,
31,Which kids show has a blue boat as its symbol?,GB,national_symbols_emblems,wikipediaapi,United Kingdom,10,API_CALL,"2024 United Kingdom riots, List of prime ministers of the United Kingdom, September 2022 United Kingdom mini-budget, United Kingdom, United Kingdom football sexual abuse scandal, United Kingdom in the Eurovision Song Contest, United Kingdom national debt, United Kingdom of Great Britain and Ireland, United Kingdom parliamentary expenses scandal, United Kingdom–United States relations"
31,Which kids show has a blue boat as its symbol?,GB,national_symbols_emblems,wikivoyageapi,GB,1,DEDUP_SKIP,
32,In which TV show would you expect to find Daleks and Cybermen?,GB,media_popculture,wikipediaapi,show would you expect find United Kingdom,0,API_CALL,
32,In which TV show would you expect to find Daleks and Cybermen?,GB,media_popculture,wikivoyageapi,show would you expect find United Kingdom,0,API_CALL,
32,In which TV show would you expect to find Daleks and Cybermen?,GB,media_popculture,wikidata,show would you expect find United Kingdom,0,API_CALL,
32,In which TV show would you expect to find Daleks and Cybermen?,GB,media_popculture,wikipediaapi,United Kingdom,10,API_CALL,"2024 United Kingdom riots, List of prime ministers of the United Kingdom, September 2022 United Kingdom mini-budget, United Kingdom, United Kingdom football sexual abuse scandal, United Kingdom in the Eurovision Song Contest, United Kingdom national debt, United Kingdom of Great Britain and Ireland, United Kingdom parliamentary expenses scandal, United Kingdom–United States relations"
32,In which TV show would you expect to find Daleks and Cybermen?,GB,media_popculture,wikivoyageapi,GB,1,DEDUP_SKIP,
33,Which significant historical event took place in 1066?,GB,food_drink,wikipediaapi,significant historical event took place United Kingdom,0,API_CALL,
33,Which significant historical event took place in 1066?,GB,food_drink,wikivoyageapi,significant historical event took place United Kingdom,0,API_CALL,
33,Which significant historical event took place in 1066?,GB,food_drink,wikidata,significant historical event took place United Kingdom,0,API_CALL,
33,Which significant historical event took place in 1066?,GB,food_drink,wikipediaapi,United Kingdom,10,API_CALL,"2024 United Kingdom riots, List of prime ministers of the United Kingdom, September 2022 United Kingdom mini-budget, United Kingdom, United Kingdom football sexual abuse scandal, United Kingdom in the Eurovision Song Contest, United Kingdom national debt, United Kingdom of Great Britain and Ireland, United Kingdom parliamentary expenses scandal, United Kingdom–United States relations"
33,Which significant historical event took place in 1066?,GB,food_drink,wikivoyageapi,GB,1,DEDUP_SKIP,
34,What day is China's National Day?,CN,holidays_festivals,wikipediaapi,day china national day China,0,API_CALL,
34,What day is China's National Day?,CN,holidays_festivals,wikivoyageapi,day china national day China,0,API_CALL,
34,What day is China's National Day?,CN,holidays_festivals,wikidata,day china national day China,0,API_CALL,
34,What day is China's National Day?,CN,holidays_festivals,wikipediaapi,national day China,2,API_CALL,"Canada Day, National Day of the People's Republic of China"
34,What day is China's National Day?,CN,holidays_festivals,wikivoyageapi,national day China,0,API_CALL,
34,What day is China's National Day?,CN,holidays_festivals,wikidata,national day China,0,API_CALL,
34,What day is China's National Day?,CN,holidays_festivals,wikipediaapi,China,10,API_CALL,"China, China Airlines, China Central Television, China Eastern Airlines, China Southern Airlines, China national football team, Chinatown, China–Russia relations, China–United States relations, China–United States trade war"
34,What day is China's National Day?,CN,holidays_festivals,wikivoyageapi,CN,0,API_CALL,
34,What day is China's National Day?,CN,holidays_festivals,wikidata,China,1,API_CALL,China CNR Corporation
35,"Which animal is known as China's ""national treasure""?",CN,others,wikipediaapi,animal known china national treasure China,0,API_CALL,
35,"Which animal is known as China's ""national treasure""?",CN,others,wikivoyageapi,animal known china national treasure China,0,API_CALL,
35,"Which animal is known as China's ""national treasure""?",CN,others,wikidata,animal known china national treasure China,0,API_CALL,
35,"Which animal is known as China's ""national treasure""?",CN,others,wikipediaapi,national treasure China,1,API_CALL,National Treasure (Chinese TV series)
35,"Which animal is known as China's ""national treasure""?",CN,others,wikivoyageapi,national treasure China,0,API_CALL,
35,"Which animal is known as China's ""national treasure""?",CN,others,wikidata,national treasure China,0,API_CALL,
35,"Which animal is known as China's ""national treasure""?",CN,others,wikipediaapi,China,10,API_CALL,"China, China Airlines, China Central Television, China Eastern Airlines, China Southern Airlines, China national football team, Chinatown, China–Russia relations, China–United States relations, China–United States trade war"
35,"Which animal is known as China's ""national treasure""?",CN,others,wikivoyageapi,CN,0,API_CALL,
35,"Which animal is known as China's ""national treasure""?",CN,others,wikidata,China,1,DEDUP_SKIP,
36,What is China's capital city?,CN,others,wikipediaapi,china capital city China,0,API_CALL,
36,What is China's capital city?,CN,others,wikivoyageapi,china capital city China,0,API_CALL,
36,What is China's capital city?,CN,others,wikidata,china capital city China,0,API_CALL,
36,What is China's capital city?,CN,others,wikipediaapi,capital China,10,API_CALL,"Capital Children's Choir, WWF Capital Carnage, Capital (radio network), Capital punishment, Financial capital, Historical capitals of China, KINY, National Children's Museum, Norwich City F.C., Santiago"
36,What is China's capital city?,CN,others,wikivoyageapi,CN,0,API_CALL,
36,What is China's capital city?,CN,others,wikidata,capital China,0,API_CALL,
36,What is China's capital city?,CN,others,wikipediaapi,China,10,API_CALL,"China, China Airlines, China Central Television, China Eastern Airlines, China Southern Airlines, China national football team, Chinatown, China–Russia relations, China–United States relations, China–United States trade war"
36,What is China's capital city?,CN,others,wikivoyageapi,CN,0,API_CALL,
36,What is China's capital city?,CN,others,wikidata,China,1,DEDUP_SKIP,
37,"What ancient writer does China's ""Dragon Boat Festival"" usually commemorate?",CN,holidays_festivals,wikipediaapi,ancient writer china dragon boat China,0,API_CALL,
37,"What ancient writer does China's ""Dragon Boat Festival"" usually commemorate?",CN,holidays_festivals,wikivoyageapi,ancient writer china dragon boat China,0,API_CALL,
37,"What ancient writer does China's ""Dragon Boat Festival"" usually commemorate?",CN,holidays_festivals,wikidata,ancient writer china dragon boat China,0,API_CALL,
37,"What ancient writer does China's ""Dragon Boat Festival"" usually commemorate?",CN,holidays_festivals,wikipediaapi,China,10,API_CALL,"China, China Airlines, China Central Television, China Eastern Airlines, China Southern Airlines, China national football team, Chinatown, China–Russia relations, China–United States relations, China–United States trade war"
37,"What ancient writer does China's ""Dragon Boat Festival"" usually commemorate?",CN,holidays_festivals,wikivoyageapi,CN,0,API_CALL,
37,"What ancient writer does China's ""Dragon Boat Festival"" usually commemorate?",CN,holidays_festivals,wikidata,China,1,DEDUP_SKIP,
38,"Which river is China's ""Mother River""?",CN,geography_places,wikipediaapi,river china mother river China,0,API_CALL,
38,"Which river is China's ""Mother River""?",CN,geography_places,wikivoyageapi,river china mother river China,0,API_CALL,
38,"Which river is China's ""Mother River""?",CN,geography_places,wikidata,river china mother river China,0,API_CALL,
38,"Which river is China's ""Mother River""?",CN,geography_places,wikipediaapi,China,10,API_CALL,"China, China Airlines, China Central Television, China Eastern Airlines, China Southern Airlines, China national football team, Chinatown, China–Russia relations, China–United States relations, China–United States trade war"
38,"Which river is China's ""Mother River""?",CN,geography_places,wikivoyageapi,CN,0,API_CALL,
38,"Which river is China's ""Mother River""?",CN,geography_places,wikidata,China,1,DEDUP_SKIP,
39,Who is the president of Spain?,ES,government_politics,wikipediaapi,president spain Spain,0,API_CALL,
39,Who is the president of Spain?,ES,government_politics,wikivoyageapi,president spain Spain,0,API_CALL,
39,Who is the president of Spain?,ES,government_politics,wikidata,president spain Spain,0,API_CALL,
39,Who is the president of Spain?,ES,government_politics,wikipediaapi,Spain,10,API_CALL,"Flag of Spain, Spain, Spain during World War II, Spain men's national basketball team, Spain national football team, Spain women's national football team, Spain–United Kingdom relations, Spain–United States relations, Spaniards, Spanish Civil War"
39,Who is the president of Spain?,ES,government_politics,wikivoyageapi,ES,1,API_CALL,Estonia
39,Who is the president of Spain?,ES,government_politics,wikidata,Spain,1,API_CALL,Estonia–Spain relations
40,What is the most popular sport in Spain?,ES,sports,wikipediaapi,most popular sport spain Spain,0,API_CALL,
40,What is the most popular sport in Spain?,ES,sports,wikivoyageapi,most popular sport spain Spain,0,API_CALL,
40,What is the most popular sport in Spain?,ES,sports,wikidata,most popular sport spain Spain,0,API_CALL,
40,What is the most popular sport in Spain?,ES,sports,wikipediaapi,Spain,10,API_CALL,"Flag of Spain, Spain, Spain during World War II, Spain men's national basketball team, Spain national football team, Spain women's national football team, Spain–United Kingdom relations, Spain–United States relations, Spaniards, Spanish Civil War"
40,What is the most popular sport in Spain?,ES,sports,wikivoyageapi,ES,1,DEDUP_SKIP,
41,What is Spain's most internationally recognized literary work?,ES,arts_literature_music,wikipediaapi,spain most internationally recognized literary Spain,0,API_CALL,
41,What is Spain's most internationally recognized literary work?,ES,arts_literature_music,wikivoyageapi,spain most internationally recognized literary Spain,0,API_CALL,
41,What is Spain's most internationally recognized literary work?,ES,arts_literature_music,wikidata,spain most internationally recognized literary Spain,0,API_CALL,
41,What is Spain's most internationally recognized literary work?,ES,arts_literature_music,wikipediaapi,Spain,10,API_CALL,"Flag of Spain, Spain, Spain during World War II, Spain men's national basketball team, Spain national football team, Spain women's national football team, Spain–United Kingdom relations, Spain–United States relations, Spaniards, Spanish Civil War"
41,What is Spain's most internationally recognized literary work?,ES,arts_literature_music,wikivoyageapi,ES,1,DEDUP_SKIP,
42,Which Roman monument is the city of Segovia known for?,ES,culture_landmarks,wikipediaapi,roman monument city segovia known Spain,0,API_CALL,
42,Which Roman monument is the city of Segovia known for?,ES,culture_landmarks,wikivoyageapi,roman monument city segovia known Spain,0,API_CALL,
42,Which Roman monument is the city of Segovia known for?,ES,culture_landmarks,wikidata,roman monument city segovia known Spain,0,API_CALL,
42,Which Roman monument is the city of Segovia known for?,ES,culture_landmarks,wikipediaapi,Spain,10,API_CALL,"Flag of Spain, Spain, Spain during World War II, Spain men's national basketball team, Spain national football team, Spain women's national football team, Spain–United Kingdom relations, Spain–United States relations, Spaniards, Spanish Civil War"
42,Which Roman monument is the city of Segovia known for?,ES,culture_landmarks,wikivoyageapi,ES,1,DEDUP_SKIP,
43,Where were the 1992 Olympic Games held in Spain?,ES,sports,wikipediaapi,1992 olympic games held spain Spain,0,API_CALL,
43,Where were the 1992 Olympic Games held in Spain?,ES,sports,wikivoyageapi,1992 olympic games held spain Spain,0,API_CALL,
43,Where were the 1992 Olympic Games held in Spain?,ES,sports,wikidata,1992 olympic games held spain Spain,0,API_CALL,
43,Where were the 1992 Olympic Games held in Spain?,ES,sports,wikipediaapi,Spain,10,API_CALL,"Flag of Spain, Spain, Spain during World War II, Spain men's national basketball team, Spain national football team, Spain women's national football team, Spain–United Kingdom relations, Spain–United States relations, Spaniards, Spanish Civil War"
43,Where were the 1992 Olympic Games held in Spain?,ES,sports,wikivoyageapi,ES,1,DEDUP_SKIP,
44,What are the colors of the country's flag?,MX,national_symbols_emblems,wikipediaapi,colors country flag Mexico,0,API_CALL,
44,What are the colors of the country's flag?,MX,national_symbols_emblems,wikivoyageapi,colors country flag Mexico,0,API_CALL,
44,What are the colors of the country's flag?,MX,national_symbols_emblems,wikidata,colors country flag Mexico,0,API_CALL,
44,What are the colors of the country's flag?,MX,national_symbols_emblems,wikipediaapi,Mexico,10,API_CALL,"Mexican Air Force, Mexican cuisine, Mexican drug war, Mexico, Mexico City, Mexico City International Airport, Mexico national football team, Mexico–United States border, Mexico–United States border wall, Mexico–United States relations"
44,What are the colors of the country's flag?,MX,national_symbols_emblems,wikivoyageapi,MX,0,API_CALL,
44,What are the colors of the country's flag?,MX,national_symbols_emblems,wikidata,Mexico,0,API_CALL,
45,Who was the author of the national anthem?,MX,others,wikipediaapi,author national anthem Mexico,0,API_CALL,
45,Who was the author of the national anthem?,MX,others,wikivoyageapi,author national anthem Mexico,0,API_CALL,
45,Who was the author of the national anthem?,MX,others,wikidata,author national anthem Mexico,0,API_CALL,
45,Who was the author of the national anthem?,MX,others,wikipediaapi,national anthem Mexico,1,API_CALL,Himno Nacional Mexicano
45,Who was the author of the national anthem?,MX,others,wikivoyageapi,national anthem Mexico,0,API_CALL,
45,Who was the author of the national anthem?,MX,others,wikidata,national anthem Mexico,0,API_CALL,
45,Who was the author of the national anthem?,MX,others,wikipediaapi,Mexico,10,API_CALL,"Mexican Air Force, Mexican cuisine, Mexican drug war, Mexico, Mexico City, Mexico City International Airport, Mexico national football team, Mexico–United States border, Mexico–United States border wall, Mexico–United States relations"
45,Who was the author of the national anthem?,MX,others,wikivoyageapi,MX,0,API_CALL,
45,Who was the author of the national anthem?,MX,others,wikidata,Mexico,0,API_CALL,
46,What is the capital of the country?,MX,others,wikipediaapi,capital country Mexico,0,API_CALL,
46,What is the capital of the country?,MX,others,wikivoyageapi,capital country Mexico,0,API_CALL,
46,What is the capital of the country?,MX,others,wikidata,capital country Mexico,0,API_CALL,
46,What is the capital of the country?,MX,others,wikipediaapi,capital Mexico,3,API_CALL,"Capital Medical University, Caritas Mexico, Mexico City"
46,What is the capital of the country?,MX,others,wikivoyageapi,MX,0,API_CALL,
46,What is the capital of the country?,MX,others,wikidata,capital Mexico,0,API_CALL,
46,What is the capital of the country?,MX,others,wikipediaapi,Mexico,10,API_CALL,"Mexican Air Force, Mexican cuisine, Mexican drug war, Mexico, Mexico City, Mexico City International Airport, Mexico national football team, Mexico–United States border, Mexico–United States border wall, Mexico–United States relations"
46,What is the capital of the country?,MX,others,wikivoyageapi,MX,0,API_CALL,
46,What is the capital of the country?,MX,others,wikidata,Mexico,0,API_CALL,
47,Who is the president of the country?,MX,government_politics,wikipediaapi,president country Mexico,0,API_CALL,
47,Who is the president of the country?,MX,government_politics,wikivoyageapi,president country Mexico,0,API_CALL,
47,Who is the president of the country?,MX,government_politics,wikidata,president country Mexico,0,API_CALL,
47,Who is the president of the country?,MX,government_politics,wikipediaapi,Mexico,10,API_CALL,"Mexican Air Force, Mexican cuisine, Mexican drug war, Mexico, Mexico City, Mexico City International Airport, Mexico national football team, Mexico–United States border, Mexico–United States border wall, Mexico–United States relations"
47,Who is the president of the country?,MX,government_politics,wikivoyageapi,MX,0,API_CALL,
47,Who is the president of the country?,MX,government_politics,wikidata,Mexico,0,API_CALL,
48,What is the most typical street food in the country?,MX,food_drink,wikipediaapi,most typical street food country Mexico,0,API_CALL,
48,What is the most typical street food in the country?,MX,food_drink,wikivoyageapi,most typical street food country Mexico,0,API_CALL,
48,What is the most typical street food in the country?,MX,food_drink,wikidata,most typical street food country Mexico,0,API_CALL,
48,What is the most typical street food in the country?,MX,food_drink,wikipediaapi,Mexico,10,API_CALL,"Mexican Air Force, Mexican cuisine, Mexican drug war, Mexico, Mexico City, Mexico City International Airport, Mexico national football team, Mexico–United States border, Mexico–United States border wall, Mexico–United States relations"
48,What is the most typical street food in the country?,MX,food_drink,wikivoyageapi,MX,0,API_CALL,
48,What is the most typical street food in the country?,MX,food_drink,wikidata,Mexico,0,API_CALL,
49,Who was Indonesia's first president?,ID,government_politics,wikipediaapi,indonesia first president Indonesia,0,API_CALL,
49,Who was Indonesia's first president?,ID,government_politics,wikivoyageapi,indonesia first president Indonesia,0,API_CALL,
49,Who was Indonesia's first president?,ID,government_politics,wikidata,indonesia first president Indonesia,0,API_CALL,
49,Who was Indonesia's first president?,ID,government_politics,wikipediaapi,Indonesia,10,API_CALL,"Indonesia, Indonesia AirAsia Flight 8501, Indonesia national football team, Indonesian Air Force, Indonesian National Armed Forces, Indonesian National Revolution, Indonesian language, Indonesian mass killings of 1965–66, Indonesian rupiah, Indonesia–Malaysia confrontation"
49,Who was Indonesia's first president?,ID,government_politics,wikivoyageapi,ID,1,API_CALL,Idaho
49,Who was Indonesia's first president?,ID,government_politics,wikidata,Indonesia,0,API_CALL,
50,On what date did Indonesia proclaim its independence?,ID,history_identity,wikipediaapi,date indonesia proclaim its independence Indonesia,0,API_CALL,
50,On what date did Indonesia proclaim its independence?,ID,history_identity,wikivoyageapi,date indonesia proclaim its independence Indonesia,0,API_CALL,
50,On what date did Indonesia proclaim its independence?,ID,history_identity,wikidata,date indonesia proclaim its independence Indonesia,0,API_CALL,
50,On what date did Indonesia proclaim its independence?,ID,history_identity,wikipediaapi,Indonesia,10,API_CALL,"Indonesia, Indonesia AirAsia Flight 8501, Indonesia national football team, Indonesian Air Force, Indonesian National Armed Forces, Indonesian National Revolution, Indonesian language, Indonesian mass killings of 1965–66, Indonesian rupiah, Indonesia–Malaysia confrontation"
50,On what date did Indonesia proclaim its independence?,ID,history_identity,wikivoyageapi,ID,1,DEDUP_SKIP,
51,"What is the term for the custom of people returning to their hometowns to celebrate major holidays (such as Eid al-Fitr, Christmas, or Lunar New Year)?",ID,holidays_festivals,wikipediaapi,term custom people returning their Indonesia,0,API_CALL,
51,"What is the term for the custom of people returning to their hometowns to celebrate major holidays (such as Eid al-Fitr, Christmas, or Lunar New Year)?",ID,holidays_festivals,wikivoyageapi,term custom people returning their Indonesia,0,API_CALL,
51,"What is the term for the custom of people returning to their hometowns to celebrate major holidays (such as Eid al-Fitr, Christmas, or Lunar New Year)?",ID,holidays_festivals,wikidata,term custom people returning their Indonesia,0,API_CALL,
51,"What is the term for the custom of people returning to their hometowns to celebrate major holidays (such as Eid al-Fitr, Christmas, or Lunar New Year)?",ID,holidays_festivals,wikipediaapi,Indonesia,10,API_CALL,"Indonesia, Indonesia AirAsia Flight 8501, Indonesia national football team, Indonesian Air Force, Indonesian National Armed Forces, Indonesian National Revolution, Indonesian language, Indonesian mass killings of 1965–66, Indonesian rupiah, Indonesia–Malaysia confrontation"
51,"What is the term for the custom of people returning to their hometowns to celebrate major holidays (such as Eid al-Fitr, Christmas, or Lunar New Year)?",ID,holidays_festivals,wikivoyageapi,ID,1,DEDUP_SKIP,
52,What is the name of the minimarket commonly found in many places in Indonesia?,ID,geography_places,wikipediaapi,name minimarket commonly found many Indonesia,0,API_CALL,
52,What is the name of the minimarket commonly found in many places in Indonesia?,ID,geography_places,wikivoyageapi,name minimarket commonly found many Indonesia,0,API_CALL,
52,What is the name of the minimarket commonly found in many places in Indonesia?,ID,geography_places,wikidata,name minimarket commonly found many Indonesia,0,API_CALL,
52,What is the name of the minimarket commonly found in many places in Indonesia?,ID,geography_places,wikipediaapi,Indonesia,10,API_CALL,"Indonesia, Indonesia AirAsia Flight 8501, Indonesia national football team, Indonesian Air Force, Indonesian National Armed Forces, Indonesian National Revolution, Indonesian language, Indonesian mass killings of 1965–66, Indonesian rupiah, Indonesia–Malaysia confrontation"
52,What is the name of the minimarket commonly found in many places in Indonesia?,ID,geography_places,wikivoyageapi,ID,1,DEDUP_SKIP,
53,What is the name of the flag-raising ceremony that is routinely attended by students or civil servants?,ID,national_symbols_emblems,wikipediaapi,name flag raising ceremony routinely Indonesia,0,API_CALL,
53,What is the name of the flag-raising ceremony that is routinely attended by students or civil servants?,ID,national_symbols_emblems,wikivoyageapi,name flag raising ceremony routinely Indonesia,0,API_CALL,
53,What is the name of the flag-raising ceremony that is routinely attended by students or civil servants?,ID,national_symbols_emblems,wikidata,name flag raising ceremony routinely Indonesia,0,API_CALL,
53,What is the name of the flag-raising ceremony that is routinely attended by students or civil servants?,ID,national_symbols_emblems,wikipediaapi,Indonesia,10,API_CALL,"Indonesia, Indonesia AirAsia Flight 8501, Indonesia national football team, Indonesian Air Force, Indonesian National Armed Forces, Indonesian National Revolution, Indonesian language, Indonesian mass killings of 1965–66, Indonesian rupiah, Indonesia–Malaysia confrontation"
53,What is the name of the flag-raising ceremony that is routinely attended by students or civil servants?,ID,national_symbols_emblems,wikivoyageapi,ID,1,DEDUP_SKIP,
54,"When Koreans think of ""sopoong,"" what is the representative snack/food?",KR,food_drink,wikipediaapi,koreans think sopoong representative snack South Korea,0,API_CALL,
54,"When Koreans think of ""sopoong,"" what is the representative snack/food?",KR,food_drink,wikivoyageapi,koreans think sopoong representative snack South Korea,0,API_CALL,
54,"When Koreans think of ""sopoong,"" what is the representative snack/food?",KR,food_drink,wikidata,koreans think sopoong representative snack South Korea,0,API_CALL,
54,"When Koreans think of ""sopoong,"" what is the representative snack/food?",KR,food_drink,wikipediaapi,South Korea,10,API_CALL,"2024 South Korean martial law crisis, Flag of South Korea, South Korea, South Korea men's national basketball team, South Korea national baseball team, South Korea national football team, South Korea national under-23 football team, South Korea women's national football team, South Korean won, South Korea–United States relations"
54,"When Koreans think of ""sopoong,"" what is the representative snack/food?",KR,food_drink,wikivoyageapi,KR,1,API_CALL,Kraków
54,"When Koreans think of ""sopoong,"" what is the representative snack/food?",KR,food_drink,wikidata,South Korea,0,API_CALL,
55,Which is NOT a traditional Korean play?,KR,sports,wikipediaapi,not traditional korean play South Korea,0,API_CALL,
55,Which is NOT a traditional Korean play?,KR,sports,wikivoyageapi,not traditional korean play South Korea,0,API_CALL,
55,Which is NOT a traditional Korean play?,KR,sports,wikidata,not traditional korean play South Korea,0,API_CALL,
55,Which is NOT a traditional Korean play?,KR,sports,wikipediaapi,traditional korean South Korea,0,API_CALL,
55,Which is NOT a traditional Korean play?,KR,sports,wikivoyageapi,traditional korean South Korea,0,API_CALL,
55,Which is NOT a traditional Korean play?,KR,sports,wikidata,traditional korean South Korea,0,API_CALL,
55,Which is NOT a traditional Korean play?,KR,sports,wikipediaapi,South Korea,10,API_CALL,"2024 South Korean martial law crisis, Flag of South Korea, South Korea, South Korea men's national basketball team, South Korea national baseball team, South Korea national football team, South Korea national under-23 football team, South Korea women's national football team, South Korean won, South Korea–United States relations"
55,Which is NOT a traditional Korean play?,KR,sports,wikivoyageapi,KR,1,DEDUP_SKIP,
56,Who is the bad person in a Korean folktale?,KR,others,wikipediaapi,bad person korean folktale South Korea,0,API_CALL,
56,Who is the bad person in a Korean folktale?,KR,others,wikivoyageapi,bad person korean folktale South Korea,0,API_CALL,
56,Who is the bad person in a Korean folktale?,KR,others,wikidata,bad person korean folktale South Korea,0,API_CALL,
56,Who is the bad person in a Korean folktale?,KR,others,wikipediaapi,South Korea,10,API_CALL,"2024 South Korean martial law crisis, Flag of South Korea, South Korea, South Korea men's national basketball team, South Korea national baseball team, South Korea national football team, South Korea national under-23 football team, South Korea women's national football team, South Korean won, South Korea–United States relations"
56,Who is the bad person in a Korean folktale?,KR,others,wikivoyageapi,KR,1,DEDUP_SKIP,
57,What food is famous as something eaten on moving day in Korea?,KR,food_drink,wikipediaapi,food famous something eaten moving South Korea,0,API_CALL,
57,What food is famous as something eaten on moving day in Korea?,KR,food_drink,wikivoyageapi,food famous something eaten moving South Korea,0,API_CALL,
57,What food is famous as something eaten on moving day in Korea?,KR,food_drink,wikidata,food famous something eaten moving South Korea,0,API_CALL,
